id,name,category,stock_quantity,purchase_price,selling_price,min_stock
831,85680,,2,190.0,190.0,0
833,85691,,201,190.0,190.0,0
832,85692,,2,190.0,190.0,0
806,86027,,513,0.0,0.0,0
815,86028,,1013,0.0,0.0,0
794,86029,,1590,0.0,0.0,0
816,86030,,1768,0.0,0.0,0
818,86038,,514,0.0,0.0,0
793,86039,,1013,0.0,0.0,0
805,86040,,1002,0.0,0.0,0
813,86041,,514,0.0,0.0,0
804,86042,,498,0.0,0.0,0
797,86043,,496,0.0,0.0,0
812,86044,,463,0.0,0.0,0
798,86045,,1231,0.0,0.0,0
800,86046,,515,190.0,190.0,0
799,86047,,1582,190.0,190.0,0
801,86048,,1007,190.0,190.0,0
792,86049,,509,190.0,190.0,0
803,86050,,508,190.0,190.0,0
817,86051,,507,190.0,190.0,0
795,86052,,524,190.0,190.0,0
796,86053,,503,190.0,190.0,0
808,86054,,2497,190.0,190.0,0
810,86068,,503,190.0,190.0,0
716,9.5#,,350,2100.0,2100.0,0
619,95 CALIFORNIA,,519,190.0,190.0,0
908,96647,,514,0.0,0.0,0
906,96649,,471,0.0,0.0,0
907,96651,,499,0.0,0.0,0
904,96945,,1216,0.0,0.0,0
903,96946,,1217,0.0,0.0,0
902,96948,,412,0.0,0.0,0
905,96950,,1225,0.0,0.0,0
920,97082,,616,0.0,0.0,0
925,97083,,507,0.0,0.0,0
924,97084,,604,0.0,0.0,0
919,97085,,1336,0.0,0.0,0
922,97086,,502,0.0,0.0,0
921,97087,,501,0.0,0.0,0
923,97088,,1805,0.0,0.0,0
894,97089,,1011,0.0,0.0,0
895,97090,,1024,0.0,0.0,0
899,97091,,1259,0.0,0.0,0
900,97092,,1250,0.0,0.0,0
901,97093,,1024,0.0,0.0,0
898,97094,,1020,0.0,0.0,0
893,97095,,1023,0.0,0.0,0
896,97096,,762,0.0,0.0,0
909,97097,,763,0.0,0.0,0
897,97098,,151155,0.0,0.0,0
682,A LL,,3361,0.0,0.0,0
1212,A11,,25,800.0,800.0,0
1137,A2P2R2J2,,486,0.0,0.0,0
997,AADAL,,24,0.0,0.0,0
766,AB-MODE,,626,0.0,0.0,0
556,AC MILAN,,322,220.0,220.0,0
1081,AD(FL)-PU-NIK 8/4/4,,203,0.0,0.0,0
1080,AD-JOR-PU-NIK(4),,1677,0.0,0.0,0
1078,AD-JOR-PU-NIK(6),,732,0.0,0.0,0
1259,AD-PU-NI 6,,204,240.0,240.0,0
1170,AD8 NIKE4 PUMA4,,314,0.0,0.0,0
830,ADIDAD 3B 8,,651,0.0,0.0,0
837,ADIDAS  FL (4),,419,0.0,0.0,0
1288,ADIDAS 12,,184,0.0,0.0,0
1233,ADIDAS 14/16,,51,240.0,240.0,0
933,ADIDAS 16 NIVEA 16,,101,0.0,0.0,0
1171,ADIDAS 18,,51,240.0,240.0,0
1150,ADIDAS 20,,100,0.0,0.0,0
1203,ADIDAS 22 FL 25,,200,0.0,0.0,0
961,ADIDAS 25/22,,302,0.0,0.0,0
1357,ADIDAS 28,,100,0.0,0.0,0
942,ADIDAS 2P 3B FL,,316,200.0,200.0,0
823,ADIDAS 3B 20,,770,0.0,0.0,0
1147,ADIDAS 3B 8,,400,0.0,0.0,0
1237,ADIDAS 3B 96,,511,230.0,230.0,0
1029,ADIDAS 3B 97,,900,0.0,0.0,0
557,ADIDAS 3B PM,,881,190.0,190.0,0
748,ADIDAS 4 DINOTEX,,636,0.0,0.0,0
1043,ADIDAS 42 FAF 21 ///10,,498,0.0,0.0,0
862,ADIDAS 4G 4P,,28992,200.0,200.0,0
584,ADIDAS 5,,302,270.0,270.0,0
927,ADIDAS 55,,1405,0.0,0.0,0
1300,ADIDAS 57,,100,125.0,125.0,0
767,ADIDAS 6 DINOTEX,,123,0.0,0.0,0
964,ADIDAS 6.5,,203,0.0,0.0,0
1275,ADIDAS 64,,200,240.0,240.0,0
563,ADIDAS 8GM 8 FL PM,,722,220.0,220.0,0
1260,ADIDAS 96,,153,230.0,230.0,0
1115,ADIDAS E13F25,,200,0.0,0.0,0
690,ADIDAS ECR 88,,471,0.0,0.0,0
574,ADIDAS FL,,185,500.0,500.0,0
979,ADIDAS FL 297,,252,0.0,0.0,0
1287,ADIDAS FL 4,,450,0.0,0.0,0
615,ADIDAS FL 6,,705,220.0,220.0,0
821,ADIDAS FL PM,,280,0.0,0.0,0
966,ADIDAS FONT BLANC 12,,547,0.0,0.0,0
593,ADIDAS GM,,100,230.0,230.0,0
1201,ADIDAS/FAF,,49,0.0,0.0,0
1198,ADIDAS/NIKE,,362,230.0,230.0,0
586,ADIDAS5,,102,220.0,220.0,0
940,ADIDAS5 FL,,297,0.0,0.0,0
1006,AFA,,253,0.0,0.0,0
1019,AFA 42,,153,0.0,0.0,0
1328,AKACHE,,3,0.0,0.0,0
1018,ALG/ADIDAS,,202,0.0,0.0,0
1363,ALGERIA ARRAB,,50,0.0,0.0,0
848,ALGERIE 48 RONDE,,1614,0.0,0.0,0
845,ALGERIE 70,,3013,0.0,0.0,0
1282,ALL 9,,400,125.0,125.0,0
1367,ALO 16,,200,240.0,240.0,0
1348,ALO POLO,,126,240.0,240.0,0
945,AMIRI,,659,0.0,0.0,0
998,ANTANNE,,11,0.0,0.0,0
1267,APPLE,,136000,1.0,1.0,0
1289,APRENAZ 10,,652,125.0,125.0,0
975,ARMANI 15,,580,0.0,0.0,0
987,ARMANI EMPRO 16,,50,0.0,0.0,0
1187,ARMY/11+2P,,1933,0.0,0.0,0
1184,ARMY/24P,,3325,0.0,0.0,0
1185,ARMY/4P,,3073,0.0,0.0,0
1186,ARMY/6P,,2658,0.0,0.0,0
1188,ARMY/8P,,2588,0.0,0.0,0
1158,ARPENAZ,,302,230.0,230.0,0
1096,ARSONAL 4,,504,0.0,0.0,0
1225,ATLAS 306,,102,0.0,0.0,0
1224,ATLAS 40,,102,0.0,0.0,0
1353,ATTACHE 35,,40,0.0,0.0,0
1352,ATTACHE 7,,20,0.0,0.0,0
851,AXIL,,25,0.0,0.0,0
594,Article 1,,1,201180.0,201180.0,0
595,Article 1,,1,12000.0,12000.0,0
605,Article 1,,1,42610.0,42610.0,0
611,Article 1,,1,1000.0,1000.0,0
612,Article 1,,1,500.0,500.0,0
613,Article 1,,50,660.0,660.0,0
671,Article 10,,101,210.0,210.0,0
672,Article 11,,102,230.0,230.0,0
758,Article 11,,63,240.0,240.0,0
777,Article 11,,63,220.0,220.0,0
759,Article 12,,63,240.0,240.0,0
778,Article 12,,63,220.0,220.0,0
761,Article 14,,63,220.0,220.0,0
780,Article 14,,62,240.0,240.0,0
762,Article 15,,63,220.0,220.0,0
781,Article 15,,75,220.0,220.0,0
554,Article 2,,102000,0.6,0.6,0
623,Article 2,,200400,0.8,0.8,0
626,Article 2,,1,6000.0,6000.0,0
629,Article 2,,102,220.0,220.0,0
634,Article 2,,1,0.0,0.0,0
638,Article 2,,21600,29.15,29.15,0
648,Article 2,,93600,0.8,0.8,0
653,Article 2,,10000,0.5,0.5,0
660,Article 2,,102,220.0,220.0,0
684,Article 2,,630,185.0,185.0,0
687,Article 2,,101,200.0,200.0,0
688,Article 2,,501,200.0,200.0,0
698,Article 2,,42,0.0,0.0,0
746,Article 2,,100800,0.55,0.55,0
749,Article 2,,63,220.0,220.0,0
768,Article 2,,63,220.0,220.0,0
847,Article 2,,1,4000.0,4000.0,0
865,Article 2,,1,1500.0,1500.0,0
885,Article 2,,494,200.0,200.0,0
891,Article 2,,5,2000.0,2000.0,0
918,Article 2,,1,6000.0,6000.0,0
930,Article 2,,1,24000.0,24000.0,0
937,Article 2,,1,8000.0,8000.0,0
1001,Article 2,,20400,0.0,0.0,0
1003,Article 2,,1,760.0,760.0,0
1012,Article 2,,1,4000.0,4000.0,0
1036,Article 2,,50000,0.0,0.0,0
1067,Article 2,,1,4000.0,4000.0,0
1124,Article 2,,2,2000.0,2000.0,0
1128,Article 2,,3,2000.0,2000.0,0
1143,Article 2,,2,2000.0,2000.0,0
1145,Article 2,,2,2000.0,2000.0,0
1265,Article 2,,1,1000.0,1000.0,0
630,Article 3,,54,240.0,240.0,0
654,Article 3,,1,1500.0,1500.0,0
658,Article 3,,2,1500.0,1500.0,0
661,Article 3,,102,240.0,240.0,0
676,Article 3,,100,195.0,195.0,0
689,Article 3,,102,200.0,200.0,0
699,Article 3,,21,0.0,0.0,0
750,Article 3,,63,220.0,220.0,0
769,Article 3,,63,220.0,220.0,0
881,Article 3,,1,2000.0,2000.0,0
886,Article 3,,163,230.0,230.0,0
912,Article 3,,1,8000.0,8000.0,0
972,Article 3,,710,200.0,200.0,0
999,Article 3,,432,50.0,50.0,0
1004,Article 3,,1,2000.0,2000.0,0
1027,Article 3,,1,1000.0,1000.0,0
1037,Article 3,,50000,0.0,0.0,0
662,Article 4,,102,220.0,220.0,0
667,Article 4,,102,210.0,210.0,0
677,Article 4,,100,220.0,220.0,0
747,Article 4,,100200,0.8,0.8,0
1000,Article 4,,462,30.0,30.0,0
1038,Article 4,,100000,0.0,0.0,0
668,Article 5,,102,230.0,230.0,0
678,Article 5,,100,220.0,220.0,0
752,Article 5,,63,240.0,240.0,0
771,Article 5,,63,220.0,220.0,0
914,Article 5,,1,1500.0,1500.0,0
1039,Article 5,,50000,0.0,0.0,0
664,Article 6,,102,240.0,240.0,0
753,Article 6,,63,220.0,220.0,0
772,Article 6,,63,220.0,220.0,0
943,Article 6,,102,230.0,230.0,0
665,Article 7,,102,240.0,240.0,0
669,Article 7,,102,210.0,210.0,0
944,Article 7,,203,200.0,200.0,0
666,Article 8,,102,220.0,220.0,0
670,Article 8,,102,230.0,230.0,0
755,Article 8,,63,220.0,220.0,0
774,Article 8,,63,240.0,240.0,0
756,Article 9,,63,220.0,220.0,0
775,Article 9,,64,240.0,240.0,0
1095,B A Y E R N 4,,352,0.0,0.0,0
1086,B V B 4,,521,0.0,0.0,0
1318,BABY SHARK,,100,170.0,170.0,0
1166,BABYZOOM,,20800,0.85,0.85,0
681,BALENCIAGA,,215,0.0,0.0,0
890,BALENO,,24000,0.85,0.85,0
1148,BAND BLANC 17,,251,0.0,0.0,0
1117,BARBIE,,50,0.0,0.0,0
1297,BARCA,,200,0.0,0.0,0
581,BAYERN,,659,190.0,190.0,0
1135,BAYERN 4,,152,0.0,0.0,0
637,BE PRO,,186059,0.0,0.0,0
652,BERMO BH,,5,0.0,0.0,0
1168,BEST FASHION,,440089,0.0,0.0,0
1062,BEUCHAT,,101,220.0,220.0,0
1312,BEYERN,,245,200.0,200.0,0
1253,BK,,7,0.0,0.0,0
628,BLANC 2.5,,271,350.0,350.0,0
1355,BLANC 3,,370,0.0,0.0,0
1100,BLEU MARINE,,10,1500.0,1500.0,0
1153,BLUE TURQUOIS,,10,1600.0,1600.0,0
936,BMS ELECTRIC,,966,0.0,0.0,0
949,BOOS 10,,201,0.0,0.0,0
552,BOOS 84,,1557,200.0,200.0,0
1303,BOSS 10,,100,125.0,125.0,0
1244,BOSS 12G12P,,50,240.0,240.0,0
1140,BOSS 42,,150,0.0,0.0,0
1063,BOSS 52,,201,0.0,0.0,0
1307,BOSS 6,,125,125.0,125.0,0
1031,BOSS 84,,351,0.0,0.0,0
1206,BULLS,,101,0.0,0.0,0
947,BURBERRY,,202,0.0,0.0,0
1314,BVB,,81,200.0,200.0,0
1209,C 14  F.PLASTIC,,210,1450.0,1450.0,0
717,C 14 ARGENT,,183,1450.0,1450.0,0
636,C 14 BRANZE,,104,1500.0,1500.0,0
1094,C I T Y 4,,352,0.0,0.0,0
850,CAF CAMIROUN 2022,,253,0.0,0.0,0
659,CALIFORNIA 24,,606,0.0,0.0,0
982,CALVIN CLEAN 16,,203,0.0,0.0,0
620,CAPA,,206,300.0,300.0,0
1222,CAPPA 96,,805,0.0,0.0,0
1022,CHAMPION G,,505,0.0,0.0,0
1017,CHAMPION P,,103,0.0,0.0,0
932,CHAMPIONS LEAGES 48,,510,200.0,200.0,0
582,CHAMPIONS LEAGUE,,2304,190.0,190.0,0
934,CHAMPIONS LEAGUE 56,,403,0.0,0.0,0
1075,CHANNAL,,150,270.0,270.0,0
1045,CHEF,,451,0.0,0.0,0
1108,CHELSEA(4),,505,0.0,0.0,0
1053,CHICAGO CHIFFRE(4),,1936,190.0,190.0,0
1050,CHICAGO CHIFFRE(6),,1452,0.0,0.0,0
1074,CHIFFRE 24,,4576,0.0,0.0,0
1264,CHIFFRE 6G/6P,,1455,240.0,240.0,0
596,CITY 01,,315,200.0,200.0,0
819,CITY 02,,151,0.0,0.0,0
1134,CITY 4,,152,0.0,0.0,0
1092,CLASPY,,20000,0.0,0.0,0
1177,CLUB FOOT 01/4P,,1363,0.0,0.0,0
1181,CLUB FOOT 01/6P,,1566,0.0,0.0,0
1178,CLUB FOOT 02/4P,,1217,0.0,0.0,0
1182,CLUB FOOT 02/6P,,1583,0.0,0.0,0
1179,CLUB FOOT 03/4P,,1276,0.0,0.0,0
1183,CLUB FOOT 03/6P,,1641,0.0,0.0,0
1180,CLUB FOOT 04/4P,,1271,0.0,0.0,0
860,CODE BARE,,30400,0.0,0.0,0
952,COEUR A,,102,0.0,0.0,0
884,COLLEGE LEAGUE,,657,0.0,0.0,0
663,COSTA DE SOL 24,,306,0.0,0.0,0
838,CRB,,204,190.0,190.0,0
969,CREATION LILAS,,492800,1.0,1.0,0
1250,CY,,7,0.0,0.0,0
651,Calvin Klein / UNDER ARMOUR,,103,240.0,240.0,0
1326,DANTAIN,,9,0.0,0.0,0
1160,DARCK BLEU,,10,1500.0,1500.0,0
1277,DEGOU,,6000,0.8,0.8,0
1112,DELL,,100,230.0,230.0,0
1114,DELL HP,,1,1000.0,1000.0,0
968,DIOR,,152,0.0,0.0,0
1278,DJOUMANA,,55000,1.2,1.2,0
1190,DORA,,769,0.0,0.0,0
863,DSQUARED,,123,200.0,200.0,0
866,DSQUARED 2,,22,210.0,210.0,0
632,Discount,,4,-7500.0,-7500.0,0
