id,name,category,stock_quantity,purchase_price,selling_price,min_stock
712,4000# M BRANZE,,55,700.0,700.0,0
713,4000# NM ARGENT,,55,2100.0,2100.0,0
714,4000# NM BRANZE,,55,2100.0,2100.0,0
577,44#,,50,1800.0,1800.0,0
576,50#,,41,2650.0,2650.0,0
521,53614,,708,190.0,190.0,0
802,53616,,534,0.0,0.0,0
807,53625,,548,0.0,0.0,0
715,600# M ARGENT,,151,600.0,600.0,0
809,65336,,511,0.0,0.0,0
522,65338,,998,190.0,190.0,0
616,69 CALIFORNIA,,618,190.0,190.0,0
575,70#,,16,2500.0,2500.0,0
814,70038,,705,190.0,190.0,0
621,72 CALIFIRNIA,,417,190.0,190.0,0
811,72265,,700,0.0,0.0,0
617,78 CALIFORNIA,,520,190.0,190.0,0
618,82 CALIFORNIA,,525,190.0,190.0,0
520,83739,,510,190.0,190.0,0
